Country,Year,Total_Energy_Consumption_EJ,,,,
Hungary,1985,1.200172359,,,,
Hungary,1986,1.19456787,,,,
Hungary,1987,1.2479534,,,,
Hungary,1988,1.219162643,,,,
Hungary,1989,1.187658575,,,,
Hungary,1990,1.163719521,,,,
Hungary,1991,1.086844425,,,,
Hungary,1992,1.042747102,,,,
Hungary,1993,1.00382872,,,,
Hungary,1994,1.02090486,,,,
Hungary,1995,1.032481887,,,,
Hungary,1996,1.052095192,,,,
Hungary,1997,1.026709933,,,,
Hungary,1998,1.042117391,,,,
Hungary,1999,1.041615923,,,,
Hungary,2000,1.010888281,,,,
Hungary,2001,1.035519514,,,,
Hungary,2002,1.011283806,,,,
Hungary,2003,1.023793616,,,,
Hungary,2004,1.040136345,,,,
Hungary,2005,1.10907811,,,,
Hungary,2006,1.087417997,,,,
Hungary,2007,1.073107785,,,,
Hungary,2008,1.058027405,,,,
Hungary,2009,0.98167817,,,,
Hungary,2010,1.000177384,,,,
Hungary,2011,0.970070308,,,,
Hungary,2012,0.904017498,,,,
Hungary,2013,0.856949075,,,,
Hungary,2014,0.857767596,,,,
Hungary,2015,0.9037428,,,,
Hungary,2016,0.91978126,,,,
Hungary,2017,0.969456436,,,,
Hungary,2018,0.976329278,,,,
Hungary,2019,0.989612983,,,,
Hungary,2020,0.973178268,,,,
Hungary,2021,1.022250011,,,,
Hungary,2022,0.961260971,,,,
Hungary,2023,0.91055862,,,,
Iceland,1965,0.027298907,,,,
Iceland,1966,0.028627206,,,,
Iceland,1967,0.028366139,,,,
Iceland,1968,0.030004007,,,,
Iceland,1969,0.029959792,,,,
Iceland,1970,0.036373984,,,,
Iceland,1971,0.039590725,,,,
Iceland,1972,0.043059282,,,,
Iceland,1973,0.05206535,,,,
Iceland,1974,0.050788266,,,,
Iceland,1975,0.048733606,,,,
Iceland,1976,0.050390006,,,,
Iceland,1977,0.053325505,,,,
Iceland,1978,0.055668847,,,,
Iceland,1979,0.058073822,,,,
Iceland,1980,0.05890186,,,,
Iceland,1981,0.060051732,,,,
Iceland,1982,0.06164426,,,,
Iceland,1983,0.063663442,,,,
Iceland,1984,0.066981394,,,,
Iceland,1985,0.06627639,,,,
Iceland,1986,0.069297947,,,,
Iceland,1987,0.071483035,,,,
Iceland,1988,0.075408368,,,,
Iceland,1989,0.078041216,,,,
Iceland,1990,0.078077104,,,,
Iceland,1991,0.076275644,,,,
Iceland,1992,0.078963007,,,,
Iceland,1993,0.082027458,,,,
Iceland,1994,0.082943995,,,,
Iceland,1995,0.085615558,,,,
Iceland,1996,0.090604666,,,,
Iceland,1997,0.095051789,,,,
Iceland,1998,0.102852224,,,,
Iceland,1999,0.112681255,,,,
Iceland,2000,0.119626621,,,,
Iceland,2001,0.120959394,,,,
Iceland,2002,0.125680902,,,,
Iceland,2003,0.126311007,,,,
Iceland,2004,0.128810883,,,,
Iceland,2005,0.129255093,,,,
Iceland,2006,0.141776113,,,,
Iceland,2007,0.162073646,,,,
Iceland,2008,0.20322277,,,,
Iceland,2009,0.202878129,,,,
Iceland,2010,0.202989693,,,,
Iceland,2011,0.202958842,,,,
Iceland,2012,0.204833245,,,,
Iceland,2013,0.21138009,,,,
Iceland,2014,0.211067036,,,,
Iceland,2015,0.22034635,,,,
Iceland,2016,0.221190029,,,,
Iceland,2017,0.231284147,,,,
Iceland,2018,0.23925082,,,,
Iceland,2019,0.227981257,,,,
Iceland,2020,0.209093431,,,,
Iceland,2021,0.218320483,,,,
Iceland,2022,0.229444379,,,,
Iceland,2023,0.226213172,,,,
Ireland,1965,0.243587223,,,,
Ireland,1966,0.272903166,,,,
Ireland,1967,0.29581036,,,,
Ireland,1968,0.344996175,,,,
Ireland,1969,0.346138547,,,,
Ireland,1970,0.272893582,,,,
Ireland,1971,0.283440735,,,,
Ireland,1972,0.299256382,,,,
Ireland,1973,0.314530002,,,,
Ireland,1974,0.320041768,,,,
Ireland,1975,0.299323152,,,,
Ireland,1976,0.305558033,,,,
Ireland,1977,0.325668153,,,,
Ireland,1978,0.338802213,,,,
Ireland,1979,0.373630849,,,,
Ireland,1980,0.361527923,,,,
Ireland,1981,0.352767583,,,,
Ireland,1982,0.350235414,,,,
Ireland,1983,0.345158468,,,,
Ireland,1984,0.341485386,,,,
Ireland,1985,0.358336258,,,,
Ireland,1986,0.387009925,,,,
Ireland,1987,0.391389148,,,,
Ireland,1988,0.389516228,,,,
Ireland,1989,0.401300939,,,,
Ireland,1990,0.42439078,,,,
Ireland,1991,0.440861925,,,,
Ireland,1992,0.442867486,,,,
Ireland,1993,0.452253848,,,,
Ireland,1994,0.471367891,,,,
Ireland,1995,0.481034703,,,,
Ireland,1996,0.507732002,,,,
Ireland,1997,0.52462877,,,,
Ireland,1998,0.564499614,,,,
Ireland,1999,0.595933851,,,,
Ireland,2000,0.624055883,,,,
Ireland,2001,0.659403081,,,,
Ireland,2002,0.652874312,,,,
Ireland,2003,0.636676847,,,,
Ireland,2004,0.649302793,,,,
Ireland,2005,0.677426397,,,,
Ireland,2006,0.699459889,,,,
Ireland,2007,0.710367725,,,,
Ireland,2008,0.706964505,,,,
Ireland,2009,0.635801586,,,,
Ireland,2010,0.641881575,,,,
Ireland,2011,0.612941989,,,,
Ireland,2012,0.602886914,,,,
Ireland,2013,0.593990444,,,,
Ireland,2014,0.592390902,,,,
Ireland,2015,0.626086746,,,,
Ireland,2016,0.653895523,,,,
Ireland,2017,0.656649173,,,,
Ireland,2018,0.671307629,,,,
Ireland,2019,0.674490717,,,,
Ireland,2020,0.633876234,,,,
Ireland,2021,0.646005612,,,,
Ireland,2022,0.669481285,,,,
Ireland,2023,0.650760259,,,,
Italy,1965,3.342464115,,,,
Italy,1966,3.62989565,,,,
Italy,1967,3.931107301,,,,
Italy,1968,4.247943275,,,,
Italy,1969,4.572119733,,,,
Italy,1970,5.047645941,,,,
Italy,1971,5.314520575,,,,
Italy,1972,5.573455684,,,,
Italy,1973,5.816961139,,,,
Italy,1974,5.815200087,,,,
Italy,1975,5.692871124,,,,
Italy,1976,6.008070357,,,,
Italy,1977,6.027689528,,,,
Italy,1978,6.175885297,,,,
Italy,1979,6.368993431,,,,
Italy,1980,6.20565349,,,,
Italy,1981,6.075453969,,,,
Italy,1982,5.954730477,,,,
Italy,1983,5.829625178,,,,
Italy,1984,5.920382086,,,,
Italy,1985,5.891977124,,,,
Italy,1986,6.051624505,,,,
Italy,1987,6.231865292,,,,
Italy,1988,6.385458704,,,,
Italy,1989,6.569799453,,,,
Italy,1990,6.677589398,,,,
Italy,1991,6.887276448,,,,
Italy,1992,6.859184355,,,,
Italy,1993,6.714193329,,,,
Italy,1994,6.699009821,,,,
Italy,1995,6.971029513,,,,
Italy,1996,6.968873095,,,,
Italy,1997,7.08942347,,,,
Italy,1998,7.252492845,,,,
Italy,1999,7.456977926,,,,
Italy,2000,7.557426661,,,,
Italy,2001,7.551132612,,,,
Italy,2002,7.500067525,,,,
Italy,2003,7.739224359,,,,
Italy,2004,7.911071455,,,,
Italy,2005,7.920898853,,,,
Italy,2006,7.884243123,,,,
Italy,2007,7.733878254,,,,
Italy,2008,7.602858231,,,,
Italy,2009,7.098139931,,,,
Italy,2010,7.332237998,,,,
Italy,2011,7.192484974,,,,
Italy,2012,6.997958496,,,,
Italy,2013,6.690960747,,,,
Italy,2014,6.344352441,,,,
Italy,2015,6.533157067,,,,
Italy,2016,6.558953628,,,,
Italy,2017,6.635234196,,,,
Italy,2018,6.673104809,,,,
Italy,2019,6.550400511,,,,
Italy,2020,5.94706419,,,,
Italy,2021,6.36702181,,,,
Italy,2022,6.185704757,,,,
Italy,2023,5.945164294,,,,
Latvia,1965,0,,,,
Latvia,1966,0,,,,
Latvia,1967,0,,,,
Latvia,1968,0,,,,
Latvia,1969,0,,,,
Latvia,1970,0,,,,
Latvia,1971,0,,,,
Latvia,1972,0,,,,
Latvia,1973,0,,,,
Latvia,1974,0,,,,
Latvia,1975,0,,,,
Latvia,1976,0,,,,
Latvia,1977,0,,,,
Latvia,1978,0,,,,
Latvia,1979,0,,,,
Latvia,1980,0,,,,
Latvia,1981,0,,,,
Latvia,1982,0,,,,
Latvia,1983,0,,,,
Latvia,1984,0,,,,
Latvia,1985,0.382639118,,,,
Latvia,1986,0.355566863,,,,
Latvia,1987,0.324442312,,,,
Latvia,1988,0.306204557,,,,
Latvia,1989,0.306132779,,,,
Latvia,1990,0.311278533,,,,
Latvia,1991,0.286846371,,,,
Latvia,1992,0.205324858,,,,
Latvia,1993,0.17696001,,,,
Latvia,1994,0.171443038,,,,
Latvia,1995,0.160445564,,,,
Latvia,1996,0.149274754,,,,
Latvia,1997,0.15038025,,,,
Latvia,1998,0.163663246,,,,
Latvia,1999,0.138939398,,,,
Latvia,2000,0.135915051,,,,
Latvia,2001,0.146391997,,,,
Latvia,2002,0.14768078,,,,
Latvia,2003,0.145867742,,,,
Latvia,2004,0.164000296,,,,
Latvia,2005,0.169047771,,,,
Latvia,2006,0.160356272,,,,
Latvia,2007,0.165334175,,,,
Latvia,2008,0.166474282,,,,
Latvia,2009,0.157754777,,,,
Latvia,2010,0.1788118,,,,
Latvia,2011,0.159609777,,,,
Latvia,2012,0.165465866,,,,
Latvia,2013,0.159252012,,,,
Latvia,2014,0.146690956,,,,
Latvia,2015,0.150284301,,,,
Latvia,2016,0.160196952,,,,
Latvia,2017,0.176321357,,,,
Latvia,2018,0.156832148,,,,
Latvia,2019,0.161413769,,,,
Latvia,2020,0.147089258,,,,
Latvia,2021,0.153450709,,,,
Latvia,2022,0.138509761,,,,
Latvia,2023,0.144837351,,,,
Lithuania,1965,0,,,,
Lithuania,1966,0,,,,
Lithuania,1967,0,,,,
Lithuania,1968,0,,,,
Lithuania,1969,0,,,,
Lithuania,1970,0,,,,
Lithuania,1971,0,,,,
Lithuania,1972,0,,,,
Lithuania,1973,0,,,,
Lithuania,1974,0,,,,
Lithuania,1975,0,,,,
Lithuania,1976,0,,,,
Lithuania,1977,0,,,,
Lithuania,1978,0,,,,
Lithuania,1979,0,,,,
Lithuania,1980,0,,,,
Lithuania,1981,0,,,,
Lithuania,1982,0,,,,
Lithuania,1983,0,,,,
Lithuania,1984,0,,,,
Lithuania,1985,0.650495294,,,,
Lithuania,1986,0.600224427,,,,
Lithuania,1987,0.628804936,,,,
Lithuania,1988,0.659950598,,,,
Lithuania,1989,0.714861046,,,,
Lithuania,1990,0.705836255,,,,
Lithuania,1991,0.743610118,,,,
Lithuania,1992,0.472877082,,,,
Lithuania,1993,0.372297947,,,,
Lithuania,1994,0.320763849,,,,
Lithuania,1995,0.357729134,,,,
Lithuania,1996,0.389883614,,,,
Lithuania,1997,0.361565438,,,,
Lithuania,1998,0.388223557,,,,
Lithuania,1999,0.317428431,,,,
Lithuania,2000,0.282595021,,,,
Lithuania,2001,0.325253699,,,,
Lithuania,2002,0.352715188,,,,
Lithuania,2003,0.368029337,,,,
Lithuania,2004,0.372119833,,,,
Lithuania,2005,0.339617529,,,,
Lithuania,2006,0.322937495,,,,
Lithuania,2007,0.356729737,,,,
Lithuania,2008,0.352174868,,,,
Lithuania,2009,0.324097788,,,,
Lithuania,2010,0.238313213,,,,
Lithuania,2011,0.247308842,,,,
Lithuania,2012,0.24707363,,,,
Lithuania,2013,0.228295842,,,,
Lithuania,2014,0.220336475,,,,
Lithuania,2015,0.230804233,,,,
Lithuania,2016,0.236615038,,,,
Lithuania,2017,0.248940858,,,,
Lithuania,2018,0.255489995,,,,
Lithuania,2019,0.25414965,,,,
Lithuania,2020,0.253060147,,,,
Lithuania,2021,0.252538174,,,,
Lithuania,2022,0.234238504,,,,
Lithuania,2023,0.238759161,,,,
Luxembourg,1965,0.150494604,,,,
Luxembourg,1966,0.144205981,,,,
Luxembourg,1967,0.142025184,,,,
Luxembourg,1968,0.153607782,,,,
Luxembourg,1969,0.165311738,,,,
Luxembourg,1970,0.171652439,,,,
Luxembourg,1971,0.165040331,,,,
Luxembourg,1972,0.17018895,,,,
Luxembourg,1973,0.180416885,,,,
Luxembourg,1974,0.183218141,,,,
Luxembourg,1975,0.152194044,,,,
Luxembourg,1976,0.152434317,,,,
Luxembourg,1977,0.142279284,,,,
Luxembourg,1978,0.148023255,,,,
Luxembourg,1979,0.152151727,,,,
Luxembourg,1980,0.140260348,,,,
Luxembourg,1981,0.119961523,,,,
Luxembourg,1982,0.112393277,,,,
Luxembourg,1983,0.105065563,,,,
Luxembourg,1984,0.113198501,,,,
Luxembourg,1985,0.116237202,,,,
Luxembourg,1986,0.113630826,,,,
Luxembourg,1987,0.107393098,,,,
Luxembourg,1988,0.110058827,,,,
Luxembourg,1989,0.126421146,,,,
Luxembourg,1990,0.133744518,,,,
Luxembourg,1991,0.143743455,,,,
Luxembourg,1992,0.144154185,,,,
Luxembourg,1993,0.146047873,,,,
Luxembourg,1994,0.14043704,,,,
Luxembourg,1995,0.122164567,,,,
Luxembourg,1996,0.125637414,,,,
Luxembourg,1997,0.122970895,,,,
Luxembourg,1998,0.118755875,,,,
Luxembourg,1999,0.125494748,,,,
Luxembourg,2000,0.133935121,,,,
Luxembourg,2001,0.143520093,,,,
Luxembourg,2002,0.156895739,,,,
Luxembourg,2003,0.16453404,,,,
Luxembourg,2004,0.1864072,,,,
Luxembourg,2005,0.189190685,,,,
Luxembourg,2006,0.185855903,,,,
Luxembourg,2007,0.180452343,,,,
Luxembourg,2008,0.179138709,,,,
Luxembourg,2009,0.17133464,,,,
Luxembourg,2010,0.180416655,,,,
Luxembourg,2011,0.175756015,,,,
Luxembourg,2012,0.172630592,,,,
Luxembourg,2013,0.164492512,,,,
Luxembourg,2014,0.159387167,,,,
Luxembourg,2015,0.154924076,,,,
Luxembourg,2016,0.15285324,,,,
Luxembourg,2017,0.15967763,,,,
Luxembourg,2018,0.16715142,,,,
Luxembourg,2019,0.170237696,,,,
Luxembourg,2020,0.145946864,,,,
Luxembourg,2021,0.155574859,,,,
Luxembourg,2022,0.139549061,,,,
Luxembourg,2023,0.135164962,,,,
Netherlands,1965,1.49025635,,,,
Netherlands,1966,1.596158758,,,,
Netherlands,1967,1.68768014,,,,
Netherlands,1968,1.887815186,,,,
Netherlands,1969,2.105232343,,,,
Netherlands,1970,2.375271881,,,,
Netherlands,1971,2.504778279,,,,
Netherlands,1972,2.909297507,,,,
Netherlands,1973,3.094854264,,,,
Netherlands,1974,2.937446397,,,,
Netherlands,1975,2.962243695,,,,
Netherlands,1976,3.230723929,,,,
Netherlands,1977,3.172731332,,,,
Netherlands,1978,3.237050234,,,,
Netherlands,1979,3.343940982,,,,
Netherlands,1980,3.13990257,,,,
Netherlands,1981,2.977559956,,,,
Netherlands,1982,2.751897065,,,,
Netherlands,1983,2.765040613,,,,
Netherlands,1984,2.870528219,,,,
Netherlands,1985,2.962253483,,,,
Netherlands,1986,3.109104873,,,,
Netherlands,1987,3.173163452,,,,
Netherlands,1988,3.183733201,,,,
Netherlands,1989,3.198448304,,,,
Netherlands,1990,3.278645049,,,,
Netherlands,1991,3.341027917,,,,
Netherlands,1992,3.380822689,,,,
Netherlands,1993,3.409078167,,,,
Netherlands,1994,3.372511693,,,,
Netherlands,1995,3.509862624,,,,
Netherlands,1996,3.6615984,,,,
Netherlands,1997,3.59586194,,,,
Netherlands,1998,3.621391645,,,,
Netherlands,1999,3.577596692,,,,
Netherlands,2000,3.624550031,,,,
Netherlands,2001,3.764006059,,,,
Netherlands,2002,3.765819988,,,,
Netherlands,2003,3.791074383,,,,
Netherlands,2004,3.919479338,,,,
Netherlands,2005,4.004071115,,,,
Netherlands,2006,3.922472897,,,,
Netherlands,2007,3.98708651,,,,
Netherlands,2008,3.939799629,,,,
Netherlands,2009,3.885447745,,,,
Netherlands,2010,4.214342696,,,,
Netherlands,2011,4.014330737,,,,
Netherlands,2012,3.944517877,,,,
Netherlands,2013,3.826386135,,,,
Netherlands,2014,3.658790686,,,,
Netherlands,2015,3.69371582,,,,
Netherlands,2016,3.758450536,,,,
Netherlands,2017,3.787942092,,,,
Netherlands,2018,3.696371112,,,,
Netherlands,2019,3.680386128,,,,
Netherlands,2020,3.564524792,,,,
Netherlands,2021,3.652613962,,,,
Netherlands,2022,3.438688738,,,,
Netherlands,2023,3.436284954,,,,
North Macedonia,1965,0,,,,
North Macedonia,1966,0,,,,
North Macedonia,1967,0,,,,
North Macedonia,1968,0,,,,
North Macedonia,1969,0,,,,
North Macedonia,1970,0,,,,
North Macedonia,1971,0,,,,
North Macedonia,1972,0,,,,
North Macedonia,1973,0,,,,
North Macedonia,1974,0,,,,
North Macedonia,1975,0,,,,
North Macedonia,1976,0,,,,
North Macedonia,1977,0,,,,
North Macedonia,1978,0,,,,
North Macedonia,1979,0,,,,
North Macedonia,1980,0,,,,
North Macedonia,1981,0,,,,
North Macedonia,1982,0,,,,
North Macedonia,1983,0,,,,
North Macedonia,1984,0,,,,
North Macedonia,1985,0,,,,
North Macedonia,1986,0,,,,
North Macedonia,1987,0,,,,
North Macedonia,1988,0,,,,
North Macedonia,1989,0,,,,
North Macedonia,1990,0.106774447,,,,
North Macedonia,1991,0.10601073,,,,
North Macedonia,1992,0.108853011,,,,
North Macedonia,1993,0.109006093,,,,
North Macedonia,1994,0.102390529,,,,
North Macedonia,1995,0.103144089,,,,
North Macedonia,1996,0.119809147,,,,
North Macedonia,1997,0.108049034,,,,
North Macedonia,1998,0.122126359,,,,
North Macedonia,1999,0.117014271,,,,
North Macedonia,2000,0.111051777,,,,
North Macedonia,2001,0.10448844,,,,
North Macedonia,2002,0.10210138,,,,
North Macedonia,2003,0.115112182,,,,
North Macedonia,2004,0.11367747,,,,
North Macedonia,2005,0.117302633,,,,
North Macedonia,2006,0.119462814,,,,
North Macedonia,2007,0.118361017,,,,
North Macedonia,2008,0.114466473,,,,
North Macedonia,2009,0.112101542,,,,
North Macedonia,2010,0.122035005,,,,
North Macedonia,2011,0.1216467,,,,
North Macedonia,2012,0.112876111,,,,
North Macedonia,2013,0.10843283,,,,
North Macedonia,2014,0.100665905,,,,
North Macedonia,2015,0.10611546,,,,
North Macedonia,2016,0.110131677,,,,
North Macedonia,2017,0.105959223,,,,
North Macedonia,2018,0.109534896,,,,
North Macedonia,2019,0.111807011,,,,
North Macedonia,2020,0.099748781,,,,
North Macedonia,2021,0.10439227,,,,
North Macedonia,2022,0.110274411,,,,
North Macedonia,2023,0.120707089,,,,
Norway,1965,0.77552272,,,,
Norway,1966,0.79341726,,,,
Norway,1967,0.852055404,,,,
Norway,1968,0.954599656,,,,
Norway,1969,0.956039395,,,,
Norway,1970,1.000445962,,,,
Norway,1971,1.052509051,,,,
Norway,1972,1.116192155,,,,
Norway,1973,1.18276174,,,,
Norway,1974,1.193585534,,,,
Norway,1975,1.211035851,,,,
Norway,1976,1.295329597,,,,
Norway,1977,1.192939973,,,,
Norway,1978,1.338659577,,,,
Norway,1979,1.433552828,,,,
Norway,1980,1.364046369,,,,
Norway,1981,1.440617364,,,,
Norway,1982,1.423718628,,,,
Norway,1983,1.565150451,,,,
Norway,1984,1.584780235,,,,
Norway,1985,1.567602203,,,,
Norway,1986,1.529434379,,,,
Norway,1987,1.606862212,,,,
Norway,1988,1.656349278,,,,
Norway,1989,1.764675958,,,,
Norway,1990,1.774522213,,,,
Norway,1991,1.643785349,,,,
Norway,1992,1.721567595,,,,
Norway,1993,1.766095283,,,,
Norway,1994,1.711358877,,,,
Norway,1995,1.833739311,,,,
Norway,1996,1.681980618,,,,
Norway,1997,1.7640002,,,,
Norway,1998,1.835270138,,,,
Norway,1999,1.892189665,,,,
Norway,2000,2.099438736,,,,
Norway,2001,1.868974794,,,,
Norway,2002,1.956374844,,,,
Norway,2003,1.72774937,,,,
Norway,2004,1.751396776,,,,
Norway,2005,2.0094997,,,,
Norway,2006,1.8399151,,,,
Norway,2007,1.993399423,,,,
Norway,2008,2.0222549,,,,
Norway,2009,1.858369655,,,,
Norway,2010,1.796894636,,,,
Norway,2011,1.815900439,,,,
Norway,2012,2.02275006,,,,
Norway,2013,1.88666691,,,,
Norway,2014,1.954387841,,,,
Norway,2015,1.980712127,,,,
Norway,2016,2.010687227,,,,
Norway,2017,2.019894621,,,,
Norway,2018,1.989140963,,,,
Norway,2019,1.86037152,,,,
Norway,2020,2.006448276,,,,
Norway,2021,2.046524105,,,,
Norway,2022,1.917768081,,,,
Norway,2023,1.991102592,,,,
Poland,1965,2.793791662,,,,
Poland,1966,2.848241466,,,,
Poland,1967,2.93147949,,,,
Poland,1968,3.154920251,,,,
Poland,1969,3.369837854,,,,
Poland,1970,3.556516255,,,,
Poland,1971,3.66891679,,,,
Poland,1972,3.869707497,,,,
Poland,1973,3.942230137,,,,
Poland,1974,4.07252283,,,,
Poland,1975,4.392969921,,,,
Poland,1976,4.627878402,,,,
Poland,1977,4.825495507,,,,
Poland,1978,5.066504623,,,,
Poland,1979,5.141709144,,,,
Poland,1980,5.384268431,,,,
Poland,1981,4.854501245,,,,
Poland,1982,4.943010082,,,,
Poland,1983,4.96574683,,,,
Poland,1984,5.162100603,,,,
Poland,1985,5.279192225,,,,
Poland,1986,5.427936099,,,,
Poland,1987,5.603884498,,,,
Poland,1988,5.496859097,,,,
Poland,1989,5.290284093,,,,
Poland,1990,4.357187028,,,,
Poland,1991,4.262990336,,,,
Poland,1992,4.076627763,,,,
Poland,1993,4.074651126,,,,
Poland,1994,3.899448072,,,,
Poland,1995,3.991401216,,,,
Poland,1996,4.19021952,,,,
Poland,1997,4.149146345,,,,
Poland,1998,3.975118043,,,,
Poland,1999,3.897798452,,,,
Poland,2000,3.663088316,,,,
Poland,2001,3.637643114,,,,
Poland,2002,3.59848528,,,,
Poland,2003,3.723144122,,,,
Poland,2004,3.748386985,,,,
Poland,2005,3.822971766,,,,
Poland,2006,3.997292279,,,,
Poland,2007,3.976718773,,,,
Poland,2008,4.04794041,,,,
Poland,2009,3.906687646,,,,
Poland,2010,4.166101689,,,,
Poland,2011,4.185595865,,,,
Poland,2012,4.060537032,,,,
Poland,2013,4.07274519,,,,
Poland,2014,3.921676094,,,,
Poland,2015,3.970847231,,,,
Poland,2016,4.140882406,,,,
Poland,2017,4.34984029,,,,
Poland,2018,4.399496909,,,,
Poland,2019,4.274163862,,,,
Poland,2020,4.101243407,,,,
Poland,2021,4.409130016,,,,
Poland,2022,4.272725776,,,,
Poland,2023,4.116415408,,,,
Portugal,1965,0.17938545,,,,
Portugal,1966,0.196403651,,,,
Portugal,1967,0.210002014,,,,
Portugal,1968,0.213830427,,,,
Portugal,1969,0.231679061,,,,
Portugal,1970,0.276776736,,,,
Portugal,1971,0.304743871,,,,
Portugal,1972,0.3312976,,,,
Portugal,1973,0.366204776,,,,
Portugal,1974,0.383336005,,,,
Portugal,1975,0.380977629,,,,
Portugal,1976,0.377028906,,,,
Portugal,1977,0.427402033,,,,
Portugal,1978,0.450136325,,,,
Portugal,1979,0.477390409,,,,
Portugal,1980,0.463696936,,,,
Portugal,1981,0.45526352,,,,
Portugal,1982,0.492694306,,,,
Portugal,1983,0.51017981,,,,
Portugal,1984,0.531455508,,,,
Portugal,1985,0.542282138,,,,
Portugal,1986,0.573966988,,,,
Portugal,1987,0.587383787,,,,
Portugal,1988,0.65174729,,,,
Portugal,1989,0.7036989,,,,
Portugal,1990,0.72954901,,,,
Portugal,1991,0.757754838,,,,
Portugal,1992,0.772739393,,,,
Portugal,1993,0.79242115,,,,
Portugal,1994,0.827727311,,,,
Portugal,1995,0.881321248,,,,
Portugal,1996,0.908498899,,,,
Portugal,1997,0.922951247,,,,
Portugal,1998,1.006172636,,,,
Portugal,1999,1.026272415,,,,
Portugal,2000,1.058502696,,,,
Portugal,2001,1.075598817,,,,
Portugal,2002,1.068809329,,,,
Portugal,2003,1.098636247,,,,
Portugal,2004,1.075505115,,,,
Portugal,2005,1.073747229,,,,
Portugal,2006,1.065147744,,,,
Portugal,2007,1.070967837,,,,
Portugal,2008,1.027817427,,,,
Portugal,2009,1.037641499,,,,
Portugal,2010,1.094776611,,,,
Portugal,2011,1.043390522,,,,
Portugal,2012,0.952080296,,,,
Portugal,2013,1.0427811,,,,
Portugal,2014,1.050384941,,,,
Portugal,2015,1.042280076,,,,
Portugal,2016,1.115520173,,,,
Portugal,2017,1.086760422,,,,
Portugal,2018,1.107744141,,,,
Portugal,2019,1.055003903,,,,
Portugal,2020,0.954891619,,,,
Portugal,2021,0.959363888,,,,
Portugal,2022,0.945630248,,,,
Portugal,2023,0.948449156,,,,
Romania,1965,1.003395254,,,,
Romania,1966,1.070171567,,,,
Romania,1967,1.194240641,,,,
Romania,1968,1.270727126,,,,
Romania,1969,1.460922671,,,,
Romania,1970,1.555238973,,,,
Romania,1971,1.650835801,,,,
Romania,1972,1.73979304,,,,
Romania,1973,1.8929656,,,,
Romania,1974,1.906183012,,,,
Romania,1975,2.079039022,,,,
Romania,1976,2.240433253,,,,
Romania,1977,2.375785813,,,,
Romania,1978,2.558714047,,,,
Romania,1979,2.609338939,,,,
Romania,1980,2.634647653,,,,
Romania,1981,2.640913814,,,,
Romania,1982,2.618185401,,,,
Romania,1983,2.599933289,,,,
Romania,1984,2.581194535,,,,
Romania,1985,2.573654354,,,,
Romania,1986,2.628298141,,,,
Romania,1987,2.725621194,,,,
Romania,1988,2.776087224,,,,
Romania,1989,2.780918151,,,,
Romania,1990,2.646774988,,,,
Romania,1991,2.247999132,,,,
Romania,1992,1.982425949,,,,
Romania,1993,1.92679869,,,,
Romania,1994,1.817463085,,,,
Romania,1995,1.997289523,,,,
Romania,1996,1.985045591,,,,
Romania,1997,1.883971092,,,,
Romania,1998,1.723842581,,,,
Romania,1999,1.516215477,,,,
Romania,2000,1.513194915,,,,
Romania,2001,1.530378222,,,,
Romania,2002,1.588704513,,,,
Romania,2003,1.588480169,,,,
Romania,2004,1.647447375,,,,
Romania,2005,1.657616839,,,,
Romania,2006,1.683395416,,,,
Romania,2007,1.623614312,,,,
Romania,2008,1.619270415,,,,
Romania,2009,1.411640885,,,,
Romania,2010,1.427125819,,,,
Romania,2011,1.470027528,,,,
Romania,2012,1.415996015,,,,
Romania,2013,1.330475477,,,,
Romania,2014,1.364819102,,,,
Romania,2015,1.372088399,,,,
Romania,2016,1.371906399,,,,
Romania,2017,1.396569098,,,,
Romania,2018,1.411383821,,,,
Romania,2019,1.38174315,,,,
Romania,2020,1.330158651,,,,
Romania,2021,1.404010807,,,,
Romania,2022,1.2964651,,,,
Romania,2023,1.276063796,,,,
Slovakia,1965,0.384610386,,,,
Slovakia,1966,0.398100934,,,,
Slovakia,1967,0.400189527,,,,
Slovakia,1968,0.441666242,,,,
Slovakia,1969,0.461218875,,,,
Slovakia,1970,0.510240622,,,,
Slovakia,1971,0.54691235,,,,
Slovakia,1972,0.575157848,,,,
Slovakia,1973,0.598378179,,,,
Slovakia,1974,0.629776853,,,,
Slovakia,1975,0.659107916,,,,
Slovakia,1976,0.68377601,,,,
Slovakia,1977,0.718702849,,,,
Slovakia,1978,0.754021792,,,,
Slovakia,1979,0.775768111,,,,
Slovakia,1980,0.788583983,,,,
Slovakia,1981,0.782433193,,,,
Slovakia,1982,0.774064511,,,,
Slovakia,1983,0.776301946,,,,
Slovakia,1984,0.836270498,,,,
Slovakia,1985,0.86280187,,,,
Slovakia,1986,0.855336508,,,,
Slovakia,1987,0.874645945,,,,
Slovakia,1988,0.87901655,,,,
Slovakia,1989,0.891633648,,,,
Slovakia,1990,0.894073512,,,,
Slovakia,1991,0.799878368,,,,
Slovakia,1992,0.769472139,,,,
Slovakia,1993,0.755913999,,,,
Slovakia,1994,0.744635735,,,,
Slovakia,1995,0.755097415,,,,
Slovakia,1996,0.760328725,,,,
Slovakia,1997,0.746356998,,,,
Slovakia,1998,0.754275292,,,,
Slovakia,1999,0.760656074,,,,
